Index,PIN Code,Iteration Count,Salt,Verifier,Discriminator
0,62795055,1000,hQCGUPzqZJdcncCoMWWAgPS7TRnh4DetRVzAx5ciGf0=,DCOFW5IcT/9RBf0hErSI9VyT/eOipwdB0OSvTav5HUIEWUAfrBtsjb7G3DCVFmeHRDosjqxfPku9+vgw/f9R6kKaCUgJ/Ee7VKOVEDWXqm2EvSVwDz1iECbfGa80lD56xw==,960
